fr_MG,"французский (Мадагаскар)"
fr_YT,"французский (Майотта)"
fr_ML,"французский (Мали)"
fr_MA,"французский (Марокко)"
fr_MQ,"французский (Мартиника)"
fr_MC,"французский (Монако)"
fr_NE,"французский (Нигер)"
fr_NC,"французский (Новая Каледония)"
fr_RE,"французский (Реюньон)"
fr_RW,"французский (Руанда)"
fr_SC,"французский (Сейшельские о-ва)"
fr_BL,"французский (Сен-Бартельми)"
fr_MF,"французский (Сен-Мартен)"
fr_PM,"французский (Сен-Пьер и Микелон)"
fr_SN,"французский (Сенегал)"
fr_SY,"французский (Сирия)"
fr_TG,"французский (Того)"
fr_TN,"французский (Тунис)"
fr_WF,"французский (Уоллис и Футуна)"
fr_FR,"французский (Франция)"
fr_GF,"французский (Французская Гвиана)"
fr_PF,"французский (Французская Полинезия)"
fr_CF,"французский (ЦАР)"
fr_TD,"французский (Чад)"
fr_CH,"французский (Швейцария)"
fr_GQ,"французский (Экваториальная Гвинея)"
ff,фулах
ff_GN,"фулах (Гвинея)"
ff_CM,"фулах (Камерун)"
ff_MR,"фулах (Мавритания)"
ff_SN,"фулах (Сенегал)"
ha,хауса
ha_GH,"хауса (Гана)"
ha_Latn_GH,"хауса (латиница, Гана)"
ha_Latn_NE,"хауса (латиница, Нигер)"
ha_Latn_NG,"хауса (латиница, Нигерия)"
ha_Latn,"хауса (латиница)"
ha_NE,"хауса (Нигер)"
ha_NG,"хауса (Нигерия)"
hi,хинди
hi_IN,"хинди (Индия)"
hr,хорватский
hr_BA,"хорватский (Босния и Герцеговина)"
hr_HR,"хорватский (Хорватия)"
cs,чешский
cs_CZ,"чешский (Чехия)"
sv,шведский
sv_AX,"шведский (Аландские о-ва)"
sv_FI,"шведский (Финляндия)"
sv_SE,"шведский (Швеция)"
sn,шона
sn_ZW,"шона (Зимбабве)"
ee,эве
ee_GH,"эве (Гана)"
ee_TG,"эве (Того)"
eo,эсперанто
et,эстонский
et_EE,"эстонский (Эстония)"
ja,японский
ja_JP,"японский (Япония)"
